audiobook_id,title,author,narrator,summary,audiobook_link,length,release_date,price
/pd/Winter,Winter&apos;s Heart,Robert Jordan,"Kate Reading, Michael Kramer","The Wheel of Time turns and Ages come and go, leaving memories that become legend. Legend fades to myth, and even myth is long forgotten when the Age that gave it birth returns again. In the Third Age, an Age of Prophecy, the World and Time themselves hang in the balance. What was, what will be, and what is, may yet fall under the Shadow.",/pd/Winters-Heart-Audiobook/B004NQKRVE, 24 hrs and 12 mins,03-01-11,$33.94
/pd/Our-Se,Our Second Master,Victoria Flowers,Dylan McCormick,"The Yang family operates the biggest silk business in the whole country. When everyone mentions the first master, Yang Yi Fang, they will raise up their big thumbs in approval. He is one of Hangzhou’s top scholars. With a brush, he creates a painting; with a chant, he recites a poem. And the second master, Yang Yi Qi, well, he is also a character. Younger than first master by a year, all of the tutors Old Master Yang hired couldn’t control the second master. Without even mustering the effort to blow away dust, the second master chased them all away.",/pd/Our-Second-Master-Audiobook/B0BDGK6XT2, 1 hr and 36 mins,09-07-22,$6.95
/pd/The-Wi,The Wish,Nicholas Sparks,"Mela Lee, Will Collyer","The year 1996 was the one that changed everything for Maggie Dawes. Sent away at 16 to live with an aunt she barely knew in Ocracoke, a remote village on North Carolina’s Outer Banks, she could think only of the friends and family she left behind...until she met Bryce Trickett, one of the few teenagers on the island. Handsome, genuine, and newly admitted to West Point, Bryce showed her how much there was to love about the wind-swept beach town - and introduced her to photography, a passion that would define the rest of her life. By 2019, Maggie is a renowned travel photographer.",/pd/The-Wish-Audiobook/1478992689, 11 hrs and 42 mins,09-28-21,$21.90
/pd/The-Nu,The Nurse’s Secret,Amanda Skenandore,Vanessa Johansson,"In the slums of 1880s New York, Una Kelly has grown up to be a rough-and-tumble grifter, able to filch a pocketbook in five seconds flat. But when another con-woman pins her for a murder she didn't commit, Una is forced to flee. Running from the police, Una lies her way into an unlikely refuge: the nursing school at Bellevue Hospital.",/pd/The-Nurses-Secret-Audiobook/B09YKXFHF6, 10 hrs and 47 mins,06-28-22,$20.99
/pd/City-i,City in the Sky,Glynn Stewart,Gary Furlong,"Erik Tarverro is a skilled blacksmith, a better swordsman—and hated for his mixed aeradi parentage. Denied mastery of his craft in the human city he grew up in, he accepts a risky contract from a dangerous stranger. With new enemies at his heels, he leaps at the chance to join his father's people in the sky city of Newport. Despite his human blood, he finds his place among the aeradi: heir to an ancient noble family. But Erik's enemies will have blood, and the peace between his people and the Draconan dragon riders is like a powder keg. All it would take is one spark.",/pd/City-in-the-Sky-Audiobook/B09YMR5LLS, 9 hrs and 58 mins,05-31-22,$39.99
/pd/The-Go,The Golden Enclaves,Naomi Novik,Anisha Dadia,"The one thing you never talk about while you’re in the Scholomance is what you’ll do when you get out. Not even the richest enclaver would tempt fate that way. But it’s all we dream about: the hideously slim chance we’ll survive to make it out the gates and improbably find ourselves with a life ahead of us, a life outside the Scholomance halls. And now the impossible dream has come true. I’m out, we’re all out. We saved everyone. So much for my great-grandmother’s prophecy of doom and destruction. Ha, only joking! Actually, it’s gone all wrong.",/pd/The-Golden-Enclaves-Audiobook/B09NQKQRWL, 14 hrs and 49 mins,09-27-22,$31.50
/pd/Childr,Children of Time,Adrian Tchaikovsky,Mel Hudson,,/pd/Children-of-Time-Audiobook/B071Y9TTHC, 16 hrs and 31 mins,05-02-17,$24.51
/pd/Long-L,Long Live the Pumpkin Queen,Shea Ernshaw,Cissy Jones,"Sally Skellington is the official Pumpkin Queen after a whirlwind courtship with her true love, Jack, who Sally adores with every inch of her fabric seams—if only she could say the same for her new role as Queen of Halloween Town. She can't help but wonder if all she's done is trade her captivity under Dr. Finkelstein for a different cage. But when she and Zero accidentally uncover a doorway to an ancient realm called Dream Town, she'll unknowingly set into motion a chain of sinister events that put her future as Pumpkin Queen, and the future of Halloween Town itself, into jeopardy.",/pd/Long-Live-the-Pumpkin-Queen-Audiobook/B0B72C66X1, 6 hrs and 28 mins,08-02-22,$17.50
/pd/West-w,West with Giraffes,Lynda Rutledge,Danny Campbell,"Woodrow Wilson Nickel, age 105, feels his life ebbing away. But when he learns giraffes are going extinct, he finds himself recalling the unforgettable experience he cannot take to his grave. It’s 1938. The Great Depression lingers. Hitler is threatening Europe, and world-weary Americans long for wonder. They find it in two giraffes who miraculously survive a hurricane while crossing the Atlantic. What follows is a twelve-day road trip in a custom truck to become Southern California’s first giraffes. Behind the wheel is the young Dust Bowl rowdy Woodrow.",/pd/West-with-Giraffes-Audiobook/1713551144, 10 hrs and 29 mins,02-01-21,$30.09
/pd/Lord-o,Lord of Chaos,Robert Jordan,"Kate Reading, Michael Kramer","The Wheel of Time turns and Ages come and go, leaving memories that become legend. Legend fades to myth, and even myth is long forgotten when the Age that gave it birth returns again. In the Third Age, an Age of Prophecy, the World and Time themselves hang in the balance. What was, what will be, and what is, may yet fall under the Shadow.",/pd/Lord-of-Chaos-Audiobook/B002V5BDOE, 41 hrs and 32 mins,12-26-04,$37.94
/pd/Winnin,Winning the War in Your Mind,Craig Groeschel,Craig Groeschel,"We've all tried to think our way out of bad habits and unhealthy thought patterns, only to find ourselves stuck with an out-of-control mind and off-track daily life. Pastor and New York Times best-selling author Craig Groeschel understands deeply this daily battle against self-doubt and negative thinking, and in this powerful new book, he reveals the strategies he's discovered to change your mind and your life for the long-term.",/pd/Winning-the-War-in-Your-Mind-Audiobook/0310362741, 4 hrs and 59 mins,02-16-21,$14.95
/pd/Hyperi,Hyperion,Dan Simmons,"Marc Vietor, Allyson Johnson, Kevin Pariseau, and others",,/pd/Hyperion-Audiobook/B002V5BLIW, 20 hrs and 44 mins,12-22-08,$24.99
/pd/Ego-Is,Ego Is the Enemy,Ryan Holiday,Ryan Holiday,,/pd/Ego-Is-the-Enemy-Audiobook/B01GSIZ5AC, 6 hrs and 56 mins,06-14-16,$17.50
/pd/Id-Lik,"I&apos;d Like to Play Alone, Please",Tom Segura,Tom Segura,"Tom Segura is known for his twisted takes and irreverent comedic voice. But after a few years of crazy tours and churning out podcasts weekly, all while parenting two young children, he desperately needs a second to himself. It’s not that he hates his friends and family—he’s not a monster—he’s just beat. In this collection of stories, Tom combines his signature curmudgeonly humor with a revealing look at some of the ridiculous situations that shaped him and the ludicrous characters who always seem to seek him out.",/pd/Id-Like-to-Play-Alone-Please-Audiobook/B09R2KBPGL, 6 hrs and 4 mins,06-14-22,$20.90
/pd/Behind,Behind Closed Doors,B. A. Paris,Georgia Maguire,"Everyone knows a couple like Jack and Grace. He has looks and wealth; she has charm and elegance. He's a dedicated attorney who has never lost a case; she is a flawless homemaker, a masterful gardener and cook, and dotes on her disabled younger sister. Though they are still newlyweds, they seem to have it all. You might not want to like them, but you do. You're hopelessly charmed by the ease and comfort of their home, by the graciousness of the dinner parties they throw. You’d like to get to know Grace better.",/pd/Behind-Closed-Doors-Audiobook/B01GW1OHVI, 8 hrs and 30 mins,08-09-16,$15.49
/pd/Torren,Torrent Witches Cozy Mysteries Complete Box Set: Books 1-10,Tess Lake,Natalie Duke,"The Torrent Witches Complete Series Box Set! All 10 books in one! Meet Harlow Torrent, part-time journalist and full-time Slip Witch, and her crazy witch family in this 10-book cozy mystery box set. In Butter Witch, the International Butter Festival has come to town! When Harlow Torrent stumbles upon a dead body, frozen and drained of blood, she's pulled into a murder mystery. Someone has murdered one of the Butter Festival competitors.",/pd/Torrent-Witches-Cozy-Mysteries-Complete-Box-Set-Books-1-10-Audiobook/B09YWNYF4Q, 65 hrs and 25 mins,04-27-22,$29.95
/pd/Forbid,Forbidden Desires: The Complete Series,Kendall Ryan,"Megan Tusing, Zachary Webber, Ava Erickson, and others",,/pd/Forbidden-Desires-The-Complete-Series-Audiobook/B07KMJJTG3, 22 hrs and 25 mins,11-19-18,"$29.95
        "
/pd/Living,Living Untethered,Michael A. Singer,Michael A. Singer,"When our sense of wholeness depends on things or people outside ourselves—whether it's a coveted job, a new house, a lavish vacation, or even a new relationship—sooner or later we're bound to feel unsatisfied. But how do we embark on this inner journey? Living Untethered is the book to reach for. It provides clear guidance for moving beyond the thoughts, feelings, and habits that keep you stuck—so you can heal the pain of the past and let your spirit soar. It's time to stop struggling and start experiencing.",/pd/Living-Untethered-Audiobook/B09VCTLW3R, 5 hrs and 32 mins,05-10-22,$17.49
/pd/The-Gr,The Great Gatsby,F. Scott Fitzgerald,Jake Gyllenhaal,"F. Scott Fitzgerald’s classic American novel of the Roaring Twenties is beloved by generations of readers and stands as his crowning work. This new audio edition, authorized by the Fitzgerald estate, is narrated by Oscar-nominated actor Jake Gyllenhaal (Brokeback Mountain). Gyllenhaal's performance is a faithful delivery in the voice of Nick Carraway, the Midwesterner turned New York bond salesman, who rents a small house next door to the mysterious millionaire Jay Gatsby....",/pd/The-Great-Gatsby-Audiobook/B00BWYDMK8, 4 hrs and 49 mins,04-09-13,$14.95
/pd/Lucy-b,Lucy by the Sea,Elizabeth Strout,Kimberly Farr,,/pd/Lucy-by-the-Sea-Audiobook/B09XBZND6Y, 8 hrs and 19 mins,09-20-22,$18.49
/pd/The-21,The 21 Irrefutable Laws of Leadership: 25th Anniversary,John C. Maxwell,"John C. Maxwell, Henry O. Arnold","HarperCollins and John C. Maxwell are celebrating the milestone anniversary of Maxwell’s bestselling The 21 Irrefutable Laws of Leadership, with the publication of a revised and updated 25th anniversary edition. Included are insights from Maxwell on each law and how they have impacted his life as a leader and mentor. There will also be stories from some of today’s most impactful leaders, like IT Cosmetics' Jamie Kern Lima, Maxwell Leadership CEO Mark Cole, and author and marketing expert Jeff Henderson, on how they have applied these laws to their own success journeys.",/pd/The-21-Irrefutable-Laws-of-Leadership-25th-Anniversary-Audiobook/B09MGC94DG, 9 hrs and 32 mins,05-31-22,$16.95
/pd/Jurass,Jurassic Park,Michael Crichton,Scott Brick,"An astonishing technique for recovering and cloning dinosaur DNA has been discovered. Now humankind’s most thrilling fantasies have come true. Creatures extinct for eons roam Jurassic Park with their awesome presence and profound mystery, and all the world can visit them - for a price.",/pd/Jurassic-Park-Audiobook/B00U7UORMU, 15 hrs and 10 mins,05-12-15,$31.49
/pd/Money-,Money: Master the Game,Tony Robbins,"Tony Robbins, Jeremy Bobb",,/pd/Money-Master-the-Game-Audiobook/B00OPAR4MI, 21 hrs and 3 mins,11-18-14,$16.95
/pd/Skywar,Skyward,Brandon Sanderson,Suzy Jackson,"From Brandon Sanderson, the number one New York Times best-selling author of the Reckoners series, Words of Radiance, and the internationally best-selling Mistborn series, comes the first book in an epic new series about a girl who dreams of becoming a pilot in a dangerous world at war for humanity's future.",/pd/Skyward-Audiobook/B07H7Q5D3M, 15 hrs and 28 mins,11-06-18,$34.95
/pd/Eldest,Eldest,Christopher Paolini,Gerard Doyle,,/pd/Eldest-Audiobook/B003WVNWU4, 23 hrs and 30 mins,07-22-10,$25.44
/pd/The-Gr,The Greatest Salesman in the World,Og Mandino,Mark Bramhall,,/pd/The-Greatest-Salesman-in-the-World-Audiobook/B01LZNGDIW, 2 hrs and 33 mins,11-01-16,$6.99
/pd/The-Ti,The Titan&apos;s Curse,Rick Riordan,Jesse Bernstein,,/pd/The-Titans-Curse-Audiobook/B002UZZDI2, 8 hrs and 48 mins,04-04-07,$17.49
/pd/The-Ba,The Ballad of Songbirds and Snakes,Suzanne Collins,Santino Fontana,"It is the morning of the reaping that will kick off the 10th annual Hunger Games. In the Capitol, 18-year-old Coriolanus Snow is preparing for his one shot at glory as a mentor in the Games. The once-mighty house of Snow has fallen on hard times, its fate hanging on the slender chance that Coriolanus will be able to out charm, outwit, and outmaneuver his fellow students to mentor the winning tribute. The odds are against him. He’s been given the humiliating assignment of mentoring the female tribute from District 12, the lowest of the low.",/pd/The-Ballad-of-Songbirds-and-Snakes-Audiobook/1338635204, 16 hrs and 16 mins,05-19-20,$20.99
/pd/Leader,Leadership Strategy and Tactics,Jocko Willink,Jocko Willink,"In the military, a field manual provides instructions in simple, clear, step-by-step language to help soldiers complete their mission. In the civilian sector, books offer information on everything from fixing a leaky faucet to developing an effective workout program to cooking a good steak. Leadership Strategy and Tactics explains how to take leadership theory, quickly translate that theory into applicable strategy, and then put leadership into action at a tactical level. This audiobook is the solution that leaders at every level need.",/pd/Leadership-Strategy-and-Tactics-Audiobook/1250259932, 8 hrs and 25 mins,01-14-20,$15.49
